apt-type,city,address,rooms,floor,size,price,apt-link,attributes
דירה,חיפה,שדרות אליהו גולומב 29,3,1,45,3900,https://www.yad2.co.il/realestate/item/xe9wrj7q?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=77,"ממ""ד, נוף פתוח לעיר, נכס עורפי"
דירה,רמת גן,דרך בן גוריון 151,1,2,25,3200,https://www.yad2.co.il/realestate/item/aw35yid9?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=77,
בית פרטי/ קוטג',גן יבנה,שאול המלך 11,10,קרקע,500,14500,https://www.yad2.co.il/realestate/item/swe7zye8?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=78,"4 חדרי מקלחת, 4 כיווני אוויר, חדש מקבלן"
דירה,בת ים,דרך בן גוריון 138,2,5,50,4300,https://www.yad2.co.il/realestate/item/pk1097yz?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=78,"נוף פתוח לים, חניה, בניין משופץ"
דירה,חיפה,שער הגיא 13,3.5,קרקע,100,4450,https://www.yad2.co.il/realestate/item/ycduprwo?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=78,"נוף פתוח לים, חניה, יחידת הורים"
דירה,בת ים,אחד העם 11,3.5,1,80,5900,https://www.yad2.co.il/realestate/item/bzblqeqm?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=78,"נוף פתוח לפארק, נכס עורפי, קרוב לים"
דירה,תל אביב יפו,המבצעים 1,2.5,2,65,4500,https://www.yad2.co.il/realestate/item/qat3m32e?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=78,"3 כיווני אוויר, נוף פתוח לעיר, בניין משופץ"
דירה,קרית מוצקין,דרך עכו חיפה 51,3.5,3,75,2900,https://www.yad2.co.il/realestate/item/pexvomqy?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=78,"חניה, מטבח גדול, בהזדמנות"
דירה,בת ים,ישראל בן ציון 7,3.5,4,85,4500,https://www.yad2.co.il/realestate/item/zd8na8jl?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=78,"נוף פתוח לעיר, חניה, קרוב לים"
דירה,תל אביב יפו,יוסף סרלין 7,3,3,65,6700,https://www.yad2.co.il/realestate/item/fuvvqw7v?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=78,"נוף פתוח לעיר, נכס עורפי, בניין משופץ"
דירה,תל אביב יפו,שדרות הר ציון 1,3,3,60,6000,https://www.yad2.co.il/realestate/item/7f1unnbk?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=78,"ממ""ד, נוף פתוח לעיר, נכס חדש"
דירה,רמת גן,אמנון ותמר 24,4,2,120,7400,https://www.yad2.co.il/realestate/item/mxg8uvph?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=78,"3 כיווני אוויר, חניה, בניין משופץ"
דירה,בת ים,בלפור 73,2,2,40,4000,https://www.yad2.co.il/realestate/item/h137o3wq?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=78,"נכס עורפי, קרוב לים, בהזדמנות"
דירה,תל אביב יפו,בלפור 13,2.5,3,62,12200,https://www.yad2.co.il/realestate/item/d3ucx6e9?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=78,"ממ""ד, נוף פתוח לעיר, חניה"
דירה,קרית מלאכי,"נחלת הר חב""ד 158",3,1,60,3200,https://www.yad2.co.il/realestate/item/6hobc76g?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=78,"בניין משופץ, חבל לפספס, בהזדמנות"
דירה,פתח תקווה,בר כוכבא 21,1.5,3,25,2800,https://www.yad2.co.il/realestate/item/s7ot9pzz?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=79,"נוף פתוח לעיר, בניין משופץ, גמיש במחיר"
דירה,גבעתיים,לביא 4,2,קרקע,60,5500,https://www.yad2.co.il/realestate/item/zcyf0qmo?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=79,"2 מרפסות, 3 כיווני אוויר, נוף פתוח לפארק"
דו משפחתי,קרית טבעון,יזרעאל 20,4.5,קרקע,306,7300,https://www.yad2.co.il/realestate/item/vv44fwhn?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=79,"נוף פתוח לפארק, חניה, בניין משופץ"
דירה,נצרת,1010 1,5,1,120,3600,https://www.yad2.co.il/realestate/item/88qclul4?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=79,"נוף פתוח לעיר, חניה, בהזדמנות"
דירה,רמת גן,הפודים 27,4,3,98,6500,https://www.yad2.co.il/realestate/item/rprg1tlm?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=79,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
דירה,ירושלים,המלך ג'ורג' 41,2,6,50,5200,https://www.yad2.co.il/realestate/item/9htpqd6w?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=79,"3 כיווני אוויר, נוף פתוח לפארק, נכס עורפי"
דירה,עפולה,זמיר 10,3,2,80,2200,https://www.yad2.co.il/realestate/item/pscnolbv?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=79,"3 כיווני אוויר, חניה, קרוב לפארק"
יחידת דיור,אזור,השלום 1,2,קרקע,75,4000,https://www.yad2.co.il/realestate/item/smwwpw31?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=79,"ממ""ד, נכס חדש, בניין משופץ"
חניה,תל אביב יפו,פינס 39,1,קרקע,14,600,https://www.yad2.co.il/realestate/item/jrxu2avc?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=79,"נכס חדש, חבל לפספס, בהזדמנות"
דירה,גבעתיים,בורוכוב 28,3,2,75,8200,https://www.yad2.co.il/realestate/item/4bluema8?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=79,"3 כיווני אוויר, נוף פתוח לפארק, חניה"
דירה,תל אביב יפו,בלשן 11,1,קרקע,30,3300,https://www.yad2.co.il/realestate/item/25xqtf4a?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=79,"חניה, מטבח גדול, בניין משופץ"
דירה,תל אביב יפו,נחלת בנימין 130,2,1,55,6200,https://www.yad2.co.il/realestate/item/f95vt0ev?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=79,"4 כיווני אוויר, נוף פתוח לעיר, בהזדמנות"
דירה,חולון,אנה פרנק 6,4,7,100,5500,https://www.yad2.co.il/realestate/item/cssxfajd?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=79,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
תיירות ונופש,רגבים,רגבים 1,2,קרקע,50,350,https://www.yad2.co.il/realestate/item/mswi61ao?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=80,"חניה, בניין משופץ, בהזדמנות"
דירה,תל אביב יפו,דרך מנחם בגין 160,4,28,107,11000,https://www.yad2.co.il/realestate/item/wg02zp4z?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=80,"ממ""ד, 3 כיווני אוויר, חניה"
דירת גן,חיפה,השלום 6,2,קרקע,43,2300,https://www.yad2.co.il/realestate/item/1mgiec7y?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=80,"3 כיווני אוויר, חבל לפספס, בהזדמנות"
דירה,באר שבע,דרך מצדה 54,3,קרקע,45,2600,https://www.yad2.co.il/realestate/item/bvo7irrp?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=80,"ממ""ד, 3 כיווני אוויר, בניין משופץ"
דירה,תל אביב יפו,צ'לנוב 40,1,2,20,1500,https://www.yad2.co.il/realestate/item/4mbexhbd?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=80,"נוף פתוח לעיר, חבל לפספס, בהזדמנות"
דו משפחתי,אבן יהודה,צורית 40,6,קרקע,284,16200,https://www.yad2.co.il/realestate/item/vx75fvg9?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=80,"3 חדרי מקלחת, ממ""ד, חדש מקבלן"
תיירות ונופש,מגדל,סמטת סביון 1,3,קרקע,270,6500,https://www.yad2.co.il/realestate/item/lxr800zc?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=80,"2 מרפסות, 3 כיווני אוויר, חניה"
גג/ פנטהאוז,זכרון יעקב,הכרכום 26,5,6,270,9800,https://www.yad2.co.il/realestate/item/y9miuvwn?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=80,"3 חדרי מקלחת, 3 כיווני אוויר, חניה"
סאבלט,רמת גן,בני הנביאים 17,3,קרקע,300,4950,https://www.yad2.co.il/realestate/item/8ax896ei?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=80,"חניה, קרוב לפארק, בהזדמנות"
דירה,רמת גן,דרך זאב ז'בוטינסקי 125,1.5,קרקע,26,3300,https://www.yad2.co.il/realestate/item/auejp44w?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=80,"נכס עורפי, חבל לפספס, בהזדמנות"
יחידת דיור,קצרין,נווה אטיב 17,2,1,70,3000,https://www.yad2.co.il/realestate/item/tmtlmch2?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=80,"3 כיווני אוויר, נוף פתוח לעיר, נכס חדש"
דירה,אשדוד,חסן בן גרא 4,3,קרקע,60,3950,https://www.yad2.co.il/realestate/item/qgraytac?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=80,"ייחודי, חבל לפספס, בהזדמנות"
דירה,קרית ים,"ש""י עגנון 18",3.5,3,95,3850,https://www.yad2.co.il/realestate/item/2ifggr9u?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=80,"3 כיווני אוויר, חניה"
דירה,גבעתיים,גולומב 3,2,1,40,5000,https://www.yad2.co.il/realestate/item/6f187qdl?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=81,"נוף פתוח לעיר, נכס עורפי, בניין משופץ"
דירה,באר שבע,גוש עציון 97,2,3,45,1750,https://www.yad2.co.il/realestate/item/xn0p8fh0?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=81,"נוף פתוח לפארק, חבל לפספס, בהזדמנות"
תיירות ונופש,אילת,דרך הערבה 1,2,קרקע,50,6800,https://www.yad2.co.il/realestate/item/tasrcnal?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=81,"נוף פתוח לפארק, נכס חדש, בהזדמנות"
דירה,תל אביב יפו,בית הלל 34,1,1,28,2500,https://www.yad2.co.il/realestate/item/qr69puiu?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=81,"ייחודי, חבל לפספס, בהזדמנות"
יחידת דיור,לוד,שדרות שלמה המלך 59,2,1,30,2500,https://www.yad2.co.il/realestate/item/q7pyq56k?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=81,"ייחודי, חבל לפספס, בהזדמנות"
תיירות ונופש,בת ים,יוחנן הסנדלר 8,5,29,155,1000,https://www.yad2.co.il/realestate/item/vwng21vf?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=81,"3 חדרי מקלחת, חדש מקבלן"
תיירות ונופש,אפרת,הדבש 4,5,קרקע,235,13500,https://www.yad2.co.il/realestate/item/wuf802hr?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=81,"ממ""ד, 3 כיווני אוויר, חניה"
דירה,חיפה,ליאון בלום 2,3,1,55,3100,https://www.yad2.co.il/realestate/item/h4396m1n?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=81,"ממ""ד, 4 כיווני אוויר, משופצת אדריכלית"
תיירות ונופש,אילת,דרך הערבה 1,2,1,30,6800,https://www.yad2.co.il/realestate/item/e2i7ebu8?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=81,"ייחודי, חבל לפספס, בהזדמנות"
דירה,רמת השרון,בית גוברין 7,4,10,120,7900,https://www.yad2.co.il/realestate/item/ggn9on8w?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=81,"ממ""ד, חניה, חדש מקבלן"
דירה,ירושלים,שמאי 10,2,6,53,5880,https://www.yad2.co.il/realestate/item/irhnqw71?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=81,"ממ""ד, נוף פתוח לפארק, נכס חדש"
תיירות ונופש,הרצליה,השונית 10,2,3,60,750,https://www.yad2.co.il/realestate/item/xl3noqh0?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=81,"ממ""ד, נוף פתוח לים, חניה"
דירה,תל אביב יפו,נחל שורק 12,2,2,50,3800,https://www.yad2.co.il/realestate/item/1gd68bzp?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=81,
דירה,רמת השרון,בית גוברין 7,5,5,130,8400,https://www.yad2.co.il/realestate/item/h6nf65ts?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=82,"ממ""ד, חניה, חדש מקבלן"
דירה,ירושלים,מגדים 22,2,1,60,6000,https://www.yad2.co.il/realestate/item/huetq15p?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=82,"ממ""ד, חניה, נכס חדש"
בית פרטי/ קוטג',נהריה,הרצל 48,3,קרקע,184,3200,https://www.yad2.co.il/realestate/item/besucucs?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=82,"חניה, נכס חדש"
דירה,אשדוד,רבי עקיבא 11,4,4,100,4300,https://www.yad2.co.il/realestate/item/4vk97c9v?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=82,"4 חדרי מקלחת, 3 כיווני אוויר"
יחידת דיור,ירושלים,לוחמי הגטאות 7,1,2,90,2100,https://www.yad2.co.il/realestate/item/sxcb9iy1?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=82,"4 כיווני אוויר, נוף פתוח לפארק"
דירה,תל אביב יפו,יצחק שדה 34,1,1,33,3400,https://www.yad2.co.il/realestate/item/yxbxdp8s?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=82,"נוף פתוח לעיר, נכס עורפי"
דירה,תל אביב יפו,מעפילי אגוז 3,3.5,3,80,6700,https://www.yad2.co.il/realestate/item/ljpr6x9j?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=82,
דירה,בת ים,הרב ניסנבאום 33,4,38,137,7200,https://www.yad2.co.il/realestate/item/twb0sy43?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=82,"ממ""ד, חניה"
דירה,לוד,רחל אלתר 12,2,3,30,2300,https://www.yad2.co.il/realestate/item/irufgyht?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=82,"נכס עורפי, בהזדמנות"
דירה,רחובות,כרמל 19,5,2,147,9200,https://www.yad2.co.il/realestate/item/em4vnsyh?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=82,
דירה,תל אביב יפו,נחמיה 13,1,1,24,לא צוין מחיר,https://www.yad2.co.il/realestate/item/s0otktkz?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=82,"נוף פתוח לעיר, בהזדמנות"
דירה,לוד,הנרי הרץ 2,2,4,35,2600,https://www.yad2.co.il/realestate/item/5hr08clo?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=82,"חבל לפספס, בהזדמנות"
דירה,לוד,איריס 5,2,קרקע,90,2800,https://www.yad2.co.il/realestate/item/n4fhgexn?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=82,"נוף פתוח לעיר, בהזדמנות"
דירה,באר שבע,דרך המשחררים 54,3,3,54,2400,https://www.yad2.co.il/realestate/item/klinj308?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=83,"נכס עורפי, בניין משופץ"
דירה,נתניה,הגלבוע 3,4,3,103,5800,https://www.yad2.co.il/realestate/item/9s2mny8p?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=83,"חניה, קרוב לים"
דירה,ירושלים,חיים פזנר 12,5.5,קרקע,145,8000,https://www.yad2.co.il/realestate/item/ycx43tkc?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=83,"חבל לפספס, בהזדמנות"
דירה,רמת גן,"הרא""ה 23",3,2,87,5600,https://www.yad2.co.il/realestate/item/7l56tboc?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=83,"3 כיווני אוויר, נוף פתוח לעיר"
דירה,תל אביב יפו,הנגב 12,3,1,65,6800,https://www.yad2.co.il/realestate/item/m8grinb7?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=83,"בניין משופץ, בהזדמנות"
דירה,נתניה,שדרות חיים וייצמן 9,2,1,35,2800,https://www.yad2.co.il/realestate/item/7425bb7u?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=83,"בניין משופץ, חבל לפספס, בהזדמנות"
דו משפחתי,כפר תפוח,הזית 1,5,קרקע,265,3900,https://www.yad2.co.il/realestate/item/851i25le?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=83,"3 כיווני אוויר, חניה"
דירה,באר שבע,נחל שילה 33,3,3,83,4150,https://www.yad2.co.il/realestate/item/euod6wym?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=83,"ממ""ד, חניה"
דירה,תל אביב יפו,המשביר 5,2,קרקע,35,4000,https://www.yad2.co.il/realestate/item/nrm6paul?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=83,"חבל לפספס, בהזדמנות"
דירת גן,כפר יונה,בנטל 10,5,קרקע,291,8500,https://www.yad2.co.il/realestate/item/2meicbk5?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=83,"ממ""ד, נכס עורפי"
דירה,חולון,חיים וייצמן 70,3,1,80,4500,https://www.yad2.co.il/realestate/item/yn7t7ls3?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=83,
דו משפחתי,עתניאל,ארץ הנגב 1,4,קרקע,100,3000,https://www.yad2.co.il/realestate/item/phft1upy?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=83,"ממ""ד, 3 כיווני אוויר"
דירה,רמת גן,רועי קליין 10,6,12,138,10300,https://www.yad2.co.il/realestate/item/00izgscp?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=83,"3 כיווני אוויר, חניה"
דירה,חולון,שדרות דב הוז 74,2,3,27,3400,https://www.yad2.co.il/realestate/item/w7kdsftp?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=84,"בניין משופץ, בהזדמנות"
יחידת דיור,בני ברק,הירקון 8,1,2,22,2500,https://www.yad2.co.il/realestate/item/9txvvw56?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=84,"נכס עורפי, חבל לפספס, בהזדמנות"
דירת גן,תל אביב יפו,מרדכי אנילביץ' 15,2,קרקע,73,5999,https://www.yad2.co.il/realestate/item/rjz02tom?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=84,"נוף פתוח לפארק, בניין משופץ"
יחידת דיור,תל אביב יפו,"גרשון ש""ץ 17",1,2,25,3300,https://www.yad2.co.il/realestate/item/omzbszto?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=84,
דירה,חיפה,הרצליה 32,2.5,1,58,2360,https://www.yad2.co.il/realestate/item/p9g0o8vs?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=84,"נוף פתוח לעיר, בניין משופץ"
דירת גן,עפולה,השחר 4,4,1,150,4000,https://www.yad2.co.il/realestate/item/w723mlka?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=84,"3 כיווני אוויר, חניה"
דירה,בת ים,משה סנה 1,3.5,2,70,4500,https://www.yad2.co.il/realestate/item/2viwfys3?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=84,"3 כיווני אוויר, נוף פתוח לעיר"
דופלקס,בית שמש,רב חלקיה בר טובי 4,4.5,1,160,6700,https://www.yad2.co.il/realestate/item/wwnb1lrd?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=84,
דירה,חדרה,הנגב 15,3,קרקע,50,3972,https://www.yad2.co.il/realestate/item/va2fqhfu?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=84,
דירה,חיפה,הגפן 28,2.5,2,53,2999,https://www.yad2.co.il/realestate/item/gx8ur6lj?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=84,"נוף פתוח לעיר, בניין משופץ"
דירה,תל אביב יפו,גוש עציון 5,3,1,95,7200,https://www.yad2.co.il/realestate/item/p323pu33?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=84,"3 כיווני אוויר, חניה"
בית פרטי/ קוטג',גן נר,חבצלת 2,3,קרקע,145,6000,https://www.yad2.co.il/realestate/item/s4nzs4c0?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=84,"4 כיווני אוויר, חניה"
יחידת דיור,מזכרת בתיה,שדרות רוטשילד 49,1,קרקע,25,2950,https://www.yad2.co.il/realestate/item/qnxeijbj?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=84,"חניה, בהזדמנות"
דירה,נתניה,הביכורים 4,6,13,146,7800,https://www.yad2.co.il/realestate/item/rkluru9w?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=85,"חניה, חדש מקבלן"
דירת גן,באר שבע,יצחק רגר 120,3.5,קרקע,120,3300,https://www.yad2.co.il/realestate/item/dwrszjv6?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=85,
דירה,חריש,רובין 18,4,5,130,4800,https://www.yad2.co.il/realestate/item/hlwutvt5?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=85,
גג/ פנטהאוז,תל אביב יפו,בעל העקידה 7,1,3,40,4500,https://www.yad2.co.il/realestate/item/u93e0aw2?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=85,"חבל לפספס, בהזדמנות"
דירה,אשדוד,הראשונים 26,2,2,40,2800,https://www.yad2.co.il/realestate/item/0g5odz7a?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=85,
דירה,חיפה,"מל""ל 17",4,3,90,1400,https://www.yad2.co.il/realestate/item/xu447mb2?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=85,"4 כיווני אוויר, בהזדמנות"
דירה,תל אביב יפו,קומפרט 9,2,10,65,9500,https://www.yad2.co.il/realestate/item/2febhre4?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=85,"ממ""ד, חניה"
דירה,תל אביב יפו,מרזוק ועזר 11,2,קרקע,50,5500,https://www.yad2.co.il/realestate/item/5z1zstob?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=85,"חניה, בניין משופץ"
בית פרטי/ קוטג',בית יצחק שער חפר,שער הכפר 2,5,קרקע,970,13000,https://www.yad2.co.il/realestate/item/xqe6hi2o?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=85,"2 מרפסות, חניה"
דירה,נתניה,"קק""ל 2",5,1,20,2000,https://www.yad2.co.il/realestate/item/5o0hr472?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=85,
דירה,נתניה,רחבת מכלוף מרואני 8,3,3,70,4500,https://www.yad2.co.il/realestate/item/dk8vnze2?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=85,"נוף פתוח לפארק, נכס עורפי"
דירה,לוד,שדרות שלמה המלך 113,3,4,70,4000,https://www.yad2.co.il/realestate/item/2ax8r1e7?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=85,"2 מרפסות, 4 כיווני אוויר"
דירת גן,חיפה,יוסף בוסל 41,4,1,120,4550,https://www.yad2.co.il/realestate/item/rmc9q5r8?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=85,"קרוב לפארק, בהזדמנות"
דירה,תל אביב יפו,ז'בוטינסקי 146,3,2,82,11400,https://www.yad2.co.il/realestate/item/5d5t1auf?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=86,"חניה, חדש מקבלן"
יחידת דיור,קרית אתא,שדה בוקר 9,1.5,3,40,2600,https://www.yad2.co.il/realestate/item/76em6wxl?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=86,"חבל לפספס, בהזדמנות"
דירה,חיפה,עין דור 11,1,10,37,2800,https://www.yad2.co.il/realestate/item/ov36bpqg?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=86,"ממ""ד, חדש מקבלן"
דירה,קרית ביאליק,העצמאות 37,3,1,80,3600,https://www.yad2.co.il/realestate/item/vl2h0hoq?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=86,"3 כיווני אוויר, נכס עורפי"
דירה,תל אביב יפו,עין גב 3,2,3,55,4800,https://www.yad2.co.il/realestate/item/ncepwss4?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=86,"3 כיווני אוויר, נוף פתוח לפארק"
יחידת דיור,אילת,אזורית 2,1,4,45,2900,https://www.yad2.co.il/realestate/item/3g5uuab8?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=86,"נוף פתוח לפארק, בהזדמנות"
דירה,באר שבע,יצחק בן צבי 9,5,17,130,5000,https://www.yad2.co.il/realestate/item/noa1pmyk?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=86,"3 חדרי מקלחת, 3 כיווני אוויר"
דירה,אור יהודה,יצחק שמיר 3,5,1,155,7600,https://www.yad2.co.il/realestate/item/okv2z5pn?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=86,"2 מרפסות, חדש מקבלן"
בית פרטי/ קוטג',טל אל,הרימון 20,7,קרקע,260,7800,https://www.yad2.co.il/realestate/item/d36ejnn1?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=86,"2 מרפסות, 4 כיווני אוויר"
דירת גן,רמת גן,הגולן 10,3,1,110,5900,https://www.yad2.co.il/realestate/item/gcs0qggw?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=86,"3 כיווני אוויר, חניה"
דופלקס,ראשון לציון,בית יוסף 6,6,4,200,9000,https://www.yad2.co.il/realestate/item/6dybml4b?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=86,"3 כיווני אוויר, חניה"
דירה,אילת,ברנע 434,3,2,65,3800,https://www.yad2.co.il/realestate/item/wztmrln4?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=86,"נוף פתוח לים, חניה"
דירה,חריש,כלנית 1,4,4,116,4200,https://www.yad2.co.il/realestate/item/ydw1wc3o?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=86,"3 כיווני אוויר, חניה"
דירה,רחובות,אהרון מזיא 1,4,9,110,7000,https://www.yad2.co.il/realestate/item/2mmtm60r?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=87,"ממ""ד, חניה"
דירה,קרית אונו,"ש""י עגנון 4",5,5,125,7250,https://www.yad2.co.il/realestate/item/3n3py5e2?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=87,"ממ""ד, נכס עורפי"
דירה,קרית מוצקין,ציגל 17,4,2,104,4000,https://www.yad2.co.il/realestate/item/bdvwt6pg?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=87,"4 כיווני אוויר, חניה"
דירה,גבעתיים,ההגנה 6,3,2,75,6800,https://www.yad2.co.il/realestate/item/wi3uc3cj?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=87,"חניה, נכס עורפי"
דירה,חדרה,שדרות מנחם בגין 10,2,2,45,5000,https://www.yad2.co.il/realestate/item/o2el2coj?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=87,"2 מרפסות, חניה"
דירה,גבעתיים,גבע 9,3.5,2,90,6700,https://www.yad2.co.il/realestate/item/ixqlyg45?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=87,"3 כיווני אוויר, חניה"
דירה,תל אביב יפו,ברתיני גארי 4,3,8,80,7519,https://www.yad2.co.il/realestate/item/d2xfv3r6?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=87,"ממ""ד, נוף פתוח לעיר"
