apt-type,city,address,rooms,floor,size,price,apt-link
דירה,רמת גן,טרומן,5,3,100,2500,"https://www.homeless.co.il/rent/viewad,720008.aspx"
דירה,רמת גן,הבילויים,3.5,3,72,6500,"https://www.homeless.co.il/rent/viewad,720113.aspx"
דירה,רמת גן,חרות,1.5,0,35,3500,"https://www.homeless.co.il/rent/viewad,716247.aspx"
דירה,רמת גן,הרצל,2,2,55,4480,"https://www.homeless.co.il/rent/viewad,707161.aspx"
דירה,רמת גן,מחניים,5,4,116,7900,"https://www.homeless.co.il/rent/viewad,716674.aspx"
דירה,רמת גן,המעגל 32,2,3,72,5200,"https://www.homeless.co.il/rent/viewad,712060.aspx"
דירה,רמת גן,דרך בן גוריון,4,2,106,7500,"https://www.homeless.co.il/rent/viewad,711356.aspx"
דירה,רמת גן,דרך בן גוריון,4,2,106,7500,"https://www.homeless.co.il/rent/viewad,719938.aspx"
דירה,רמת גן,אמיר,4,2,100,7000,"https://www.homeless.co.il/rent/viewad,710702.aspx"
דירה,רמת גן,התנאים 6ב,1,0,23,3000,"https://www.homeless.co.il/rent/viewad,712146.aspx"
דירה,רמת גן,דרך זאב ז'בוטינסקי,1,2,25,3300,"https://www.homeless.co.il/rent/viewad,710122.aspx"
דירה,רמת גן,קריניצי,3,1,96,7300,"https://www.homeless.co.il/rent/viewad,719874.aspx"
דירת גג,רמת גן,מתניה,2.5,3,40,5550,"https://www.homeless.co.il/rent/viewad,720097.aspx"
פנטהאוז,רמת גן,לאן 8,3,7,120,14000,"https://www.homeless.co.il/rent/viewad,708069.aspx"
דו משפחתי,רמת גן,בנימין,3.5,2,120,8500,"https://www.homeless.co.il/rent/viewad,707137.aspx"
יחידת דיור,רמת גן,דרך התפוצות,3,1,40,4700,"https://www.homeless.co.il/rent/viewad,716589.aspx"
דירת סטודיו,רמת גן,הגלגל,1,1,30,3000,"https://www.homeless.co.il/rent/viewad,717580.aspx"
בית פרטי,רמת גן,בני הנביאים,5,0,320,16000,"https://www.homeless.co.il/rent/viewad,719905.aspx"
דירת גן,רמת גן,פבריגט,3.5,0,75,6800,"https://www.homeless.co.il/rent/viewad,714418.aspx"
דירת גן,רמת גן,פבריגט,3.5,0,75,6800,"https://www.homeless.co.il/rent/viewad,719241.aspx"
דירת גן,רמת גן,פבריגט,3.5,0,155,6800,"https://www.homeless.co.il/rent/viewad,714418.aspx"
דירת גן,רמת גן,פבריגט,3.5,0,155,6800,"https://www.homeless.co.il/rent/viewad,719241.aspx"
וילה,רמת גן,לייב יפה,6,0,248,10500,"https://www.homeless.co.il/rent/viewad,714648.aspx"
דירת גן,רמת גן,החי''ל,2.5,0,55,4800,"https://www.homeless.co.il/rent/viewad,710130.aspx"
דירת גן,רמת גן,דרך בן גוריון,3,0,55,5000,"https://www.homeless.co.il/rent/viewad,711356.aspx"
דירת גן,רמת גן,דרך בן גוריון,3,0,55,5000,"https://www.homeless.co.il/rent/viewad,719938.aspx"
דירה,רמת השרון,"רד""ק 9",4.5,1,120,8000,https://www.yad2.co.il/realestate/item/hn73xbfi?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=5
דירה,רמת השרון,יצחק אלחנן 8,3.5,1,100,6500,https://www.yad2.co.il/realestate/item/oodzjfio?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=18
דירה,רמת השרון,סוקולוב 86,4,2,101,8000,https://www.yad2.co.il/realestate/item/gl3ivl0s?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=19
דירה,רמת השרון,החלוץ 15,5,21,135,9500,https://www.yad2.co.il/realestate/item/w08uef7u?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=22
דירה,רמת השרון,החלוץ 42,5,12,145,10500,https://www.yad2.co.il/realestate/item/jvr53x4p?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=27
דירה,רמת השרון,הסייפן 43,4.5,3,140,12000,https://www.yad2.co.il/realestate/item/i5zp49w7?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=46
בית פרטי/ קוטג',רמת השרון,הגפן 50,6,0,400,30000,https://www.yad2.co.il/realestate/item/dnqp13mp?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=50
דירה,רמת השרון,סוקולוב 82,3,1,85,6100,https://www.yad2.co.il/realestate/item/x9jl1ee5?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=63
דירה,רמת השרון,בית גוברין 7,4,10,120,7900,https://www.yad2.co.il/realestate/item/ggn9on8w?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=81
דירה,רמת השרון,בית גוברין 7,5,5,130,8400,https://www.yad2.co.il/realestate/item/h6nf65ts?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=82
דירה,רמת השרון,סוקולוב 54,2,3,50,3500,https://www.yad2.co.il/realestate/item/gsr2kdiq?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=89
גג/ פנטהאוז,רמת השרון,אליהו גולומב 40,5.5,5,340,23000,https://www.yad2.co.il/realestate/item/2lawdmxo?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=99
דירה,רמת השרון,סולד,4,3,110,7700,"https://www.homeless.co.il/rent/viewad,712926.aspx"
דירה,רמת השרון,בית גוברין 7,5,4,125,10000,"https://www.homeless.co.il/rent/viewad,714083.aspx"
דירה,רמת השרון,רשב''ם,5,2,125,13000,"https://www.homeless.co.il/rent/viewad,711393.aspx"
דירה,רמת השרון,הקוצר,4.5,1,115,7500,"https://www.homeless.co.il/rent/viewad,709590.aspx"
דו משפחתי,רמת ישי,הארז 49,6,0,220,7500,https://www.yad2.co.il/realestate/item/3y5qga57?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=23
דירה,רעננה,בורוכוב 39,4.5,3,128,7250,https://www.yad2.co.il/realestate/item/722i2hdy?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=18
דירה,רעננה,ארלוזורוב 18,5,4,136,9000,https://www.yad2.co.il/realestate/item/fgyn8ho6?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=35
יחידת דיור,רעננה,הרימון 12,2,0,50,4700,https://www.yad2.co.il/realestate/item/lrdfi5qd?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=45
בית פרטי/ קוטג',רעננה,הטייסים 2,5,0,378,16800,https://www.yad2.co.il/realestate/item/dc1qwbh0?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=59
גג/ פנטהאוז,רעננה,לוי אשכול 15,4.5,3,185,10900,https://www.yad2.co.il/realestate/item/jcaqx67y?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=63
דירה,רעננה,היובל 22,5,5,130,7300,https://www.yad2.co.il/realestate/item/42gy3yz1?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=65
בית פרטי/ קוטג',רעננה,יצחק שדה 1,6,0,380,18500,https://www.yad2.co.il/realestate/item/qbwiuq8c?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=72
דירה,רעננה,הגליל 27,4.5,1,128,4200,https://www.yad2.co.il/realestate/item/b6gl7tit?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=98
דירה,רעננה,אלי כהן,4,3,108,7100,"https://www.homeless.co.il/rent/viewad,710018.aspx"
דירה,רעננה,רבוצקי,3,1,69,6000,"https://www.homeless.co.il/rent/viewad,711186.aspx"
דירה,רעננה,יציאת ארופה,3,2,100,5600,"https://www.homeless.co.il/rent/viewad,707444.aspx"
בית פרטי,רעננה,גורדון,4.5,0,140,9900,"https://www.homeless.co.il/rent/viewad,719381.aspx"
דירת גן,רעננה,בורלא,3,0,90,8500,"https://www.homeless.co.il/rent/viewad,720106.aspx"
בית פרטי,רעננה,האורן,5,0,150,13500,"https://www.homeless.co.il/rent/viewad,714060.aspx"
דו משפחתי,רעננה,ההגנה,5,0,210,13000,"https://www.homeless.co.il/rent/viewad,719930.aspx"
בית פרטי/ קוטג',רקפת,דולב 21,6,0,500,7800,https://www.yad2.co.il/realestate/item/qf8axvta?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=37
יחידת דיור,רקפת,דולב 27,2,1,50,3000,https://www.yad2.co.il/realestate/item/k5rplqpb?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=67
בית פרטי,שבי שומרון,הלבונה,8,0,240,6000,"https://www.homeless.co.il/rent/viewad,716284.aspx"
בית פרטי,שבי שומרון,הנוטרים,9,0,250,6000,"https://www.homeless.co.il/rent/viewad,717700.aspx"
בית פרטי/ קוטג',שדה יואב,שדה יואב,5,0,400,9500,https://www.yad2.co.il/realestate/item/tueqzcij?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=38
יחידת דיור,שדה יעקב,דרך קטיף 17,1,0,30,2800,"https://www.homeless.co.il/rent/viewad,710513.aspx"
דירה,שדי חמד,שיקמה 59,4,2,80,6800,https://www.yad2.co.il/realestate/item/42q7vq5o?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=54
דירה,שדי חמד,שיקמה 59,4,2,80,6800,https://www.yad2.co.il/realestate/item/42q7vq5o?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=56
סאבלט,שדי חמד,תמר 204,3.5,0,75,1500,https://www.yad2.co.il/realestate/item/8si6kch1?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=75
דירה,שדרות,ברית ערים 5,4,4,90,2800,https://www.yad2.co.il/realestate/item/dsksgfpe?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=65
בית פרטי/ קוטג',שורשים,שקד 40,5,0,470,8000,https://www.yad2.co.il/realestate/item/afudchj9?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=44
דירת גן,שלומי,הרב עוזיאל 136,4,1,150,3500,https://www.yad2.co.il/realestate/item/p4i7ceqz?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=21
יחידת דיור,שלומי,הרב חזן 15,2.5,0,50,,https://www.yad2.co.il/realestate/item/kzflt5pl?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=42
דירה,שלומי,יצחק רבין 26,4,1,130,3800,https://www.yad2.co.il/realestate/item/vqb184tj?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=48
יחידת דיור,שלומי,ערבי הנחל 61,3,2,180,4500,https://www.yad2.co.il/realestate/item/qji5ubk4?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=96
דירה,שערי תקווה,ברקת 98,1,0,60,2200,https://www.yad2.co.il/realestate/item/3e7z9lr3?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=9
בית פרטי/ קוטג',שריגים,אשכולות 47,6,0,500,9800,https://www.yad2.co.il/realestate/item/ezqltev5?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=57
דירה,תל אביב יפו,רמה 8,4,2,112,8700,https://www.yad2.co.il/realestate/item/luiqgt5w?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=1
דופלקס,תל אביב יפו,שמעון התרסי 25,4,3,170,16500,https://www.yad2.co.il/realestate/item/hse59kjg?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=1
דירה,תל אביב יפו,יהודה הימית 2,1,1,22,2290,https://www.yad2.co.il/realestate/item/ksj7ih7b?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=1
דירה,תל אביב יפו,רב אשי 3,4,6,120,13000,https://www.yad2.co.il/realestate/item/enxn86iw?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=1
דירה,תל אביב יפו,שייקה דן 12,2,1,35,2900,https://www.yad2.co.il/realestate/item/40ne7sd7?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=3
דירה,תל אביב יפו,נתן הנביא 30,2,2,50,3700,https://www.yad2.co.il/realestate/item/iololgbn?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=3
דירה,תל אביב יפו,"מח""ל 18",3,1,96,6500,https://www.yad2.co.il/realestate/item/znjx80na?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=4
בית פרטי/ קוטג',תל אביב יפו,"ד""ר רות רופין פלד 8",5,0,300,22000,https://www.yad2.co.il/realestate/item/x2cg8214?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=5
יחידת דיור,תל אביב יפו,ענתות 29,2.5,0,70,5000,https://www.yad2.co.il/realestate/item/18kqfcwj?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=5
דירה,תל אביב יפו,מלצ'ט 4,2,3,53,8500,https://www.yad2.co.il/realestate/item/1s5o9t92?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=6
יחידת דיור,תל אביב יפו,האלוף מרדכי מוטי הוד 19,1.5,1,45,3700,https://www.yad2.co.il/realestate/item/7qhf1idi?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=8
דירה,תל אביב יפו,אבא אחימאיר 14,3.5,2,65,7800,https://www.yad2.co.il/realestate/item/gbus6qc2?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=9
דירה,תל אביב יפו,זרח 28,1.5,2,35,3650,https://www.yad2.co.il/realestate/item/811p9tm4?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=9
דירה,תל אביב יפו,רקנאטי 7,4,5,132,14900,https://www.yad2.co.il/realestate/item/963p701i?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=10
סאבלט,תל אביב יפו,ארלוזורוב 22,3,3,88,7500,https://www.yad2.co.il/realestate/item/tkwooypn?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=10
דירה,תל אביב יפו,שדרות רוטשילד 108,3,1,135,11500,https://www.yad2.co.il/realestate/item/6ee44krl?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=11
דירה,תל אביב יפו,חכמי אתונה 7,2,0,45,4300,https://www.yad2.co.il/realestate/item/stp7nbn1?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=12
דירה,תל אביב יפו,רופין 14,3,3,68,8400,https://www.yad2.co.il/realestate/item/iqibbm66?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=13
דירה,תל אביב יפו,העבודה 30,2.5,2,58,7800,https://www.yad2.co.il/realestate/item/1l0jr5ji?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=13
בית פרטי/ קוטג',תל אביב יפו,הגולן 57,3,0,339,10000,https://www.yad2.co.il/realestate/item/34hs2pzs?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=14
סאבלט,תל אביב יפו,דובנוב 20,4.5,1,143,15000,https://www.yad2.co.il/realestate/item/3d5vaq1x?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=15
דירה,תל אביב יפו,צפריר 14,2,0,47,3500,https://www.yad2.co.il/realestate/item/mejwt1js?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=15
דירה,תל אביב יפו,האסיף 14,5,3,90,6500,https://www.yad2.co.il/realestate/item/bcr8gkf0?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=15
דירה,תל אביב יפו,בית אל 2,4,4,85,8000,https://www.yad2.co.il/realestate/item/6nq9nfgi?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=15
דירה,תל אביב יפו,הרצל 53,4,1,78,8800,https://www.yad2.co.il/realestate/item/ix6djkip?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=16
דירה,תל אביב יפו,הרצל 136,2.5,11,45,10000,https://www.yad2.co.il/realestate/item/pk8izusw?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=17
דירה,תל אביב יפו,עמישב 42,4,1,110,7000,https://www.yad2.co.il/realestate/item/dgsl8bdv?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=18
דירה,תל אביב יפו,אבא אחימאיר 8,3,8,70,8000,https://www.yad2.co.il/realestate/item/2wyf5g0i?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=19
דירה,תל אביב יפו,פנחס רוזן 37,3,0,50,6500,https://www.yad2.co.il/realestate/item/a748souf?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=19
דירה,תל אביב יפו,קהילת פאדובה 20,4,2,120,2900,https://www.yad2.co.il/realestate/item/by3w5x7q?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=20
דירה,תל אביב יפו,מעפילי אגוז 5,4,5,84,6700,https://www.yad2.co.il/realestate/item/0izl8xug?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=20
דירה,תל אביב יפו,פרישמן 16,1,1,25,3200,https://www.yad2.co.il/realestate/item/zto12hwo?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=21
דירה,תל אביב יפו,יוניצמן 21,1,3,30,4700,https://www.yad2.co.il/realestate/item/73ryze6b?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=23
דירה,תל אביב יפו,קהילת פאדובה 14,5.5,2,147,12300,https://www.yad2.co.il/realestate/item/gfx9hsgi?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=24
דירה,תל אביב יפו,לויטן 8,4,7,120,12000,https://www.yad2.co.il/realestate/item/2gth79qb?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=24
דירה,תל אביב יפו,חיים בן עטר 11,1.5,0,44,510001072,https://www.yad2.co.il/realestate/item/1hjmf6b2?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=26
דירה,תל אביב יפו,גבעתי 6,2,2,50,4500,https://www.yad2.co.il/realestate/item/w9zj3u6s?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=26
דירה,תל אביב יפו,בארט 8,3,4,63,7200,https://www.yad2.co.il/realestate/item/pkyznrbe?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=26
סטודיו/ לופט,תל אביב יפו,שיינקין 11,1,1,30,4600,https://www.yad2.co.il/realestate/item/5mw62lrw?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=26
דירה,תל אביב יפו,מתתיהו שוהם 13,2,0,60,4700,https://www.yad2.co.il/realestate/item/o2ogk3sc?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=27
דירה,תל אביב יפו,מעפילי אגוז 15,4,3,102,4100,https://www.yad2.co.il/realestate/item/8t8545tu?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=28
דירה,תל אביב יפו,יהודה הלוי 101,3,1,90,8500,https://www.yad2.co.il/realestate/item/085oki8y?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=29
דירה,תל אביב יפו,החשמל 5,1,2,50,6000,https://www.yad2.co.il/realestate/item/9yxlhl77?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=29
דירה,תל אביב יפו,פרופסור ישעיהו ליבוביץ 22,4,3,112,8000,https://www.yad2.co.il/realestate/item/jd8wi2lk?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=29
דירה,תל אביב יפו,לבנדה 1,2.5,3,46,3800,https://www.yad2.co.il/realestate/item/19to14ww?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=34
דירה,תל אביב יפו,מנחם ארבר 29,4,1,91,7100,https://www.yad2.co.il/realestate/item/02vzylvv?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=34
סטודיו/ לופט,תל אביב יפו,"מזא""ה 79",1,0,25,3800,https://www.yad2.co.il/realestate/item/vcyeq5rq?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=35
סטודיו/ לופט,תל אביב יפו,חיים בן עטר 31,1,2,44,4500,https://www.yad2.co.il/realestate/item/9ouses52?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=35
דירה,תל אביב יפו,אבן גבירול 192,2.5,0,75,6000,https://www.yad2.co.il/realestate/item/c2ddr7e3?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=36
גג/ פנטהאוז,תל אביב יפו,בן אחיטוב 6,3,3,100,12000,https://www.yad2.co.il/realestate/item/hjniseyp?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=38
דירת גן,תל אביב יפו,בן אחיטוב 6,3,0,140,10000,https://www.yad2.co.il/realestate/item/uep0fek9?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=38
דירה,תל אביב יפו,בן אחיטוב 6,3,1,80,8000,https://www.yad2.co.il/realestate/item/2hx7tk43?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=38
דירה,תל אביב יפו,שרעבי 24,1,-1,16,3000,https://www.yad2.co.il/realestate/item/8aldq4qv?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=39
יחידת דיור,תל אביב יפו,בן יהודה 153,1,0,25,4200,https://www.yad2.co.il/realestate/item/lj1nj8mm?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=40
דירה,תל אביב יפו,מיימון 4,3,1,50,5900,https://www.yad2.co.il/realestate/item/wx6u4csu?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=40
דירה,תל אביב יפו,הרב אלנקווה 35,4,5,70,6800,https://www.yad2.co.il/realestate/item/1qiqxajo?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=42
בית פרטי/ קוטג',תל אביב יפו,ששון 18,2.5,1,100,4400,https://www.yad2.co.il/realestate/item/fomp3yka?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=44
דופלקס,תל אביב יפו,יפת 62,3,2,130,12000,https://www.yad2.co.il/realestate/item/4b6ppcnq?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=44
דירה,תל אביב יפו,בן יהודה 213,2,2,65,6850,https://www.yad2.co.il/realestate/item/8pmlwbhb?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=44
דירה,תל אביב יפו,מעפילי אגוז 9,4,6,82,7900,https://www.yad2.co.il/realestate/item/3s56q4mi?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=45
דירת גן,תל אביב יפו,מעפילי אגוז 35,3,1,74,5300,https://www.yad2.co.il/realestate/item/nyzlkfxf?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=46
דירה,תל אביב יפו,הנביאים 30,2,4,110,6500,https://www.yad2.co.il/realestate/item/t2kam2ah?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=46
סטודיו/ לופט,תל אביב יפו,דיזנגוף 222,1,1,43,6600,https://www.yad2.co.il/realestate/item/zdlcosca?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=47
דירה,תל אביב יפו,הופיין 7,2.5,1,50,6000,https://www.yad2.co.il/realestate/item/fjjrq6t2?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=47
דירה,תל אביב יפו,ויסוצקי 6,4,4,120,18000,https://www.yad2.co.il/realestate/item/9lh8v5gf?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=47
דירה,תל אביב יפו,ארלוזורוב 144,4,3,65,10500,https://www.yad2.co.il/realestate/item/kynqmcwy?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=48
דירה,תל אביב יפו,דרך שלמה 96,2,2,55,5500,https://www.yad2.co.il/realestate/item/g5thrut6?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=49
דירה,תל אביב יפו,"רש""י 15",4,5,97,15200,https://www.yad2.co.il/realestate/item/xslop8jy?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=49
דירה,תל אביב יפו,לה גווארדיה 76,1,8,25,3800,https://www.yad2.co.il/realestate/item/pnoeqfzx?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=49
דירה,תל אביב יפו,לוחמי גליפולי 8,2,0,36,3950,https://www.yad2.co.il/realestate/item/h9mrhn7v?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=50
דירה,תל אביב יפו,שמואל ברקאי 27,2,0,120,4900,https://www.yad2.co.il/realestate/item/fuo5yzd8?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=51
דירה,תל אביב יפו,סומקן 38,2.5,4,67,4900,https://www.yad2.co.il/realestate/item/ro7j7p3v?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=51
דירה,תל אביב יפו,"מח""ל 45",4,5,105,7000,https://www.yad2.co.il/realestate/item/t6dtoos2?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=52
דירה,תל אביב יפו,דיזנגוף 29,2.5,0,45,6500,https://www.yad2.co.il/realestate/item/ujt4ve4w?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=53
דירה,תל אביב יפו,עודד 2,1,3,25,3500,https://www.yad2.co.il/realestate/item/3v1s4xw0?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=53
דירה,תל אביב יפו,דרך שלמה 4,3,4,115,11000,https://www.yad2.co.il/realestate/item/4rav1x4v?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=55
דירה,תל אביב יפו,עודד 2,1,3,25,3500,https://www.yad2.co.il/realestate/item/3v1s4xw0?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=56
גג/ פנטהאוז,תל אביב יפו,דיזנגוף 3,5,3,270,33000,https://www.yad2.co.il/realestate/item/ge9ti8dv?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=57
דירה,תל אביב יפו,בורמה 26,2.5,1,60,6150,https://www.yad2.co.il/realestate/item/kwet9wme?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=57
דירה,תל אביב יפו,ירמיהו 27,3,-1,60,8500,https://www.yad2.co.il/realestate/item/8i8q9gie?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=57
דירה,תל אביב יפו,גולדברג 13,2,2,40,6500,https://www.yad2.co.il/realestate/item/xobud5ms?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=57
דירה,תל אביב יפו,יוניצמן 2,1,1,25,3600,https://www.yad2.co.il/realestate/item/bt01lyi8?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=58
דירה,תל אביב יפו,ארבע ארצות 37,2,2,62,8100,https://www.yad2.co.il/realestate/item/z6qpii8d?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=60
דירה,תל אביב יפו,טורי זהב 9,3,0,75,6250,https://www.yad2.co.il/realestate/item/fy7oq9jl?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=60
דירה,תל אביב יפו,דרך שלמה 46,2,7,49,6900,https://www.yad2.co.il/realestate/item/ewv1z7ow?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=60
דירה,תל אביב יפו,נחום סוקולוב 8,4,4,130,12000,https://www.yad2.co.il/realestate/item/qz02lxid?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=61
דירה,תל אביב יפו,שבטי ישראל 15,1,1,50,4200,https://www.yad2.co.il/realestate/item/p0xuhlj0?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=62
דירה,תל אביב יפו,אלמגור 10,3,2,64,5200,https://www.yad2.co.il/realestate/item/bzb71kc0?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=62
דירה,תל אביב יפו,רב אשי 8,4,3,90,12500,https://www.yad2.co.il/realestate/item/m72f9tzy?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=62
דירה,תל אביב יפו,שדרות רוטשילד 106,2.5,2,55,8500,https://www.yad2.co.il/realestate/item/9aqcq86x?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=63
דירה,תל אביב יפו,שטרוק 13,2,0,60,7200,https://www.yad2.co.il/realestate/item/cq6ih1ju?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=63
דירה,תל אביב יפו,דרך משה דיין 53,3,3,72,7279,https://www.yad2.co.il/realestate/item/fvqytv1g?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=64
דירה,תל אביב יפו,מבשר 53,2,1,40,3700,https://www.yad2.co.il/realestate/item/c5jg3v0f?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=65
